purpose,h,arrival,departure
edu,5.0,0.0,0.0010066758595499424
edu,6.0,0.0010066758595499424,0.005938651343607117
edu,7.0,0.029679218050283087,0.026552213171177858
edu,8.0,0.00584336283707712,0.006457398413443605
edu,9.0,0.005612608219454758,0.0031766314801430265
edu,10.0,0.000705889256474092,0.0011929390866075612
edu,11.0,0.001476755131690099,0.0
edu,12.0,0.0027012430992819454,0.002701243099281946
edu,16.0,0.0011823538119826234,0.0011823538119826236
home,7.0,0.0020351565785533088,0.004893997786227104
home,8.0,0.009507434139176017,0.010579995527826925
home,9.0,0.011147844881434232,0.012460875495094939
home,10.0,0.011171747054767296,0.015236853677868659
home,11.0,0.023755255756952635,0.025166683916077622
home,12.0,0.02278926172503139,0.02060868921731523
home,13.0,0.019369257775644858,0.020590292424646803
home,14.0,0.030009900277635254,0.040047380154416765
home,15.0,0.05968420553262432,0.05772909706621868
home,16.0,0.06178076305538192,0.06049565007394254
home,17.0,0.04907032665955428,0.04299941865451359
home,18.0,0.03615775118420289,0.033069494262338274
home,19.0,0.020683295291119293,0.01706069570668245
home,20.0,0.009596675475197426,0.010473654872996353
home,21.0,0.01302069642528709,0.013761502555880269
home,22.0,0.008566082766452258,0.005266557468351896
home,23.0,0.01010663780713358,0.008011453525750008
leisure,6.0,0.000343706924421906,0.00034370692442190604
leisure,7.0,0.0,0.0013632630786120804
leisure,8.0,0.007331923044845375,0.01087073098379794
leisure,9.0,0.0072389340680801,0.007619696865194077
leisure,10.0,0.011821101146239672,0.009110866391943136
leisure,11.0,0.005638659786634472,0.00648896647703011
leisure,12.0,0.004842295574272269,0.0067203057607381385
leisure,13.0,0.006916105676949037,0.009144642355237393
leisure,14.0,0.011285500403392315,0.004875206704364925
leisure,15.0,0.005966481110347507,0.007924540617302708
leisure,16.0,0.014548110252327134,0.01590202729861593
leisure,17.0,0.007445390354654642,0.00463658219025896
leisure,18.0,0.008549301093321549,0.011148816816679383
leisure,19.0,0.010302841434319806,0.013109355399541042
leisure,20.0,0.007825203705257949,0.001924397430027113
leisure,21.0,0.001351933235417305,0.0013519332354173053
leisure,22.0,0.0008821982905786928,0.0
leisure,23.0,0.0002453524281223939,0.0
other,7.0,0.0004100574759829251,0.00041005747598292513
other,8.0,0.0,0.0008112854440616002
other,9.0,0.0020923903905608957,0.0012811049464992957
other,10.0,0.0,9.742017821172522e-05
other,11.0,0.0006327664865277577,0.0005353463083160327
other,12.0,0.0011623678543739204,0.0011623678543739207
other,13.0,0.0042673400173989144,0.004267340017398915
other,14.0,0.0025535587773544456,0.003997814526097546
other,15.0,0.005147520646106512,0.006411696664192404
other,16.0,0.003519717210890591,0.0008112854440616002
other,17.0,0.0008452264278261218,0.0008452264278261219
other,20.0,0.0008112854440616,0.0008112854440616002
personal_business,7.0,0.005038630537741188,0.005521969716421303
personal_business,8.0,0.0025876422683438144,0.00441254920736227
personal_business,9.0,0.010316317701129762,0.012221707358744109
personal_business,10.0,0.006975045675260017,0.007175921912657823
personal_business,11.0,0.008884483599733413,0.007147865412301467
personal_business,12.0,0.0060790515348731035,0.0071349851676081695
personal_business,13.0,0.005050895990552616,0.0045459173952910985
personal_business,14.0,0.011350323131442831,0.01213154235283313
personal_business,15.0,0.008176687871384878,0.00789111846554184
personal_business,16.0,0.012543702159770617,0.012920904729280812
personal_business,17.0,0.008604280126284912,0.004502578878475148
personal_business,18.0,0.0036445403489671693,0.00364454034896717
personal_business,19.0,0.0011924381178545634,0.0027026762098350263
personal_business,20.0,0.0011016815123925951,0.0
personal_business,21.0,0.00040855657958786747,0.0
shopping,7.0,0.0035387110701510013,0.0048913945221288
shopping,8.0,0.005489916278761944,0.004480939751206054
shopping,9.0,0.005384594554922606,0.010922208502859283
shopping,10.0,0.02044611875892322,0.017269201244310778
shopping,11.0,0.006271722034386575,0.003965322426972324
shopping,12.0,0.008944701023190038,0.010170695937783941
shopping,13.0,0.011157618570269544,0.009533619905343757
shopping,14.0,0.003199686878180955,0.0043478066930823156
shopping,15.0,0.011158508430709221,0.01572377514764552
shopping,16.0,0.010789514090135741,0.01314956736003393
shopping,17.0,0.015411740060853345,0.009419841886105867
shopping,18.0,0.006420153450123696,0.004518266200030046
shopping,19.0,0.0026609137693665557,0.002660913769366556
shopping,20.0,0.00034886746437215064,0.00016921308747743486
shopping,21.0,0.0017776991530254818,0.001777699153025482
transport,7.0,0.008586735820262242,0.009591106587879823
transport,8.0,0.007977389890621297,0.007585949531556736
transport,9.0,0.002875836433383242,0.0025950202351089106
transport,10.0,0.0009192502932528921,0.0010949310996710671
transport,11.0,0.00033211421027868287,0.0003827012870107922
transport,12.0,0.00038270128701079213,0.0024993545613972517
transport,13.0,0.005211846885192664,0.008039726126583168
transport,14.0,0.012246237176077649,0.009878713735514343
transport,15.0,0.018927486775144293,0.019034986454166875
transport,16.0,0.00862393677117051,0.005703725457242036
transport,17.0,0.001644527067612416,0.002426348469502075
transport,18.0,0.0011045009356263826,0.0
transport,19.0,0.00016293015073022262,0.00016293015073022264
transport,21.0,0.00023880349628203464,0.00023880349628203467
work,4.0,0.0,0.005342077253326268
work,5.0,0.018535485189156244,0.024933998630152703
work,6.0,0.03133633840513865,0.027178592452605357
work,7.0,0.030087942229915027,0.03188050502568249
work,8.0,0.01564682729475896,0.00858890018062947
work,9.0,0.00938621341053825,0.0070687329871108595
work,10.0,0.0011503529110912243,0.0011503529110912245
work,11.0,0.0011671197349637365,0.0015403162668135835
work,12.0,0.0018820594801401175,0.0019189204242731962
work,13.0,0.002299474099960888,0.0031013806438413235
work,14.0,0.0020932920336419617,0.0020068969999309473
work,15.0,0.0005777315952283887,0.0005777315952283887
work,16.0,0.0029037383502121487,0.002903738350212149
work,17.0,0.0017314290888042897,0.0017314290888042901
work,18.0,0.001555018581939131,0.0004294495957867856
work,20.0,0.0007487444457459462,0.0007487444457459463
work,21.0,0.0014465878433901624,0.0014465878433901629
work_business,7.0,0.0005239499171642066,0.004340876035181247
work_business,8.0,0.0038169261180170397,0.0010127834708761128
work_business,9.0,0.0019849852444735624,0.0009722017735974501
work_business,10.0,0.004913766317918508,0.005113079230491615
work_business,11.0,0.0020482741211635767,0.0021602093360111713
work_business,12.0,0.00031124812742070016,0.0
work_business,13.0,0.0005725094444229527,0.0005725094444229528
work_business,14.0,0.00372952805356177,0.004005659046788
work_business,15.0,0.004364640088675771,0.004088509095449544
work_business,16.0,0.00035911002501243965,0.0003591100250124397
